idx,label,label_text,text_original,label_domain_text,label_subcat_text,text_preceding,text_following,manifesto_id,doc_id,country_name,date,party,cmp_code_hb4,cmp_code,label_subcat_text_simple
53987,0,Other,"We will increase the number of hospital beds per 1 ,000 of the population from the current level of less than 4 to 4.6, with a view to further raising this ratio.",Welfare and Quality of Life,Welfare State Expansion,"We will recruit 6,600 additional frontline health workers, including consultants, nurses, midwives, dentists and allied health professionals.","We will increase nursing home beds by 3,800.",53951_201602,56,Ireland,201602,53951,504,504,Welfare State
68207,0,Other,"We pledge to make government work for the people, rather than the other way around.",Freedom and Democracy,Democracy,"Founding Father and Constitution Framer James Wilson declared that in America, “the people are the masters of government,” but that in other countries, “the government is master of the people.”","Much of what the federal government does can be improved,",61620_202011,67,United States,202011,61620,202,202.3,Democracy
68669,0,Other,We oppose school-based clinics that provide referral or counseling for abortion and contraception,Fabric of Society,Traditional Morality: Positive,That approach — the only one always effective against premarital pregnancy and sexually-transmitted disease — empowers teens to achieve optimal health outcomes.,"and believe that federal funds should not be used in mandatory or universal mental health, psychiatric, or socio-emotional screening programs.",61620_202011,67,United States,202011,61620,603,603,Traditional Morality
67257,0,Other,and will fight at home and abroad to destroy terrorist organizations,External Relations,Military: Positive,The Republican Party stands united with all victims of terrorism,and protect the lives and fundamental liberties of all people.,61620_201611,66,United States,201611,61620,104,104,Military
2088,0,Other,Greens in power carry out our policies,No other category applies,No other category applies,Oppose the use of the death penalty abroad.,"In Green-led Brighton, the number of young people entering the criminal justice system in the city fell over the three successive years to October 2013 as the Council’s youth crime prevention team joined with police to help young people understand the impact of their behaviour and make amends.",51110_201505,1,United Kingdom,201505,51110,000,000,No other category applies
85310,0,Other,"Develop pilot programs that encourage government, business and community groups to commit to engaging with older Australians, where individuals and workers are encouraged to initiate and maintain contact with the lonely and isolated;",Social Groups,Non-economic Demographic Groups,Support community initiatives to prevent the increase in social isolation;,Support training and vocational programs for the 3rd (50 to 75) and 4th (75+) age;,63810_201309,95,Australia,201309,63810,706,706,Non-economic Demographic Groups
493,0,Other,"Current projections have us exceeding that figure by 2040, leading to devastating average warming of around 4 degrees C by the end of this century.",Welfare and Quality of Life,Environmental Protection,"To meet the 2 degree C target, the world needs to limit total global emissions over the rest of the century to about 1,000 gigatonnes (Gt) CO2.","As the UK has about 1% of the world’s population, its allowable budget would amount to 10 Gt CO2.",51110_201505,1,United Kingdom,201505,51110,501,501,Environmental Protection
41922,0,Other,"However, this will only be with the agreement of Housing Ireland and the Minister.",Political System,Governmental and Administrative Efficiency,recreational or education facilities.,"Where the local authority believes there is neither a need nor demand for social housing in or around a new development, and where there is a shortage of social and affordable units elsewhere in the local authority area, permission may be sought from Housing Ireland and the Minister to accept a cash payment.",53520_200705,48,Ireland,200705,53520,303,303,Governmental and Administrative Efficiency
36618,0,Other,"In government, Labour has already begun the work of fixing our broken social housing system with the launch of the largest social housing programme in the history of the State, backed by €4bn in funding, to deliver 110,000 social housing units by 2020.",Welfare and Quality of Life,Welfare State Expansion,"We cannot return to the tax-led intervention of the past where lavish incentives, loose credit and bad planning created a perfect storm from which we are still recovering.",We have begun the work of creating a regulator for voluntary housing bodies.,53320_201602,45,Ireland,201602,53320,504,504,Welfare State
38149,0,Other,"Fund A Vision for Change so that mental health and counselling services can be built up around the country, with a particular focus on adolescents. adolescents (see Mental Health section).",Welfare and Quality of Life,Welfare State Expansion,Reform and extend the Fair Deal scheme to provide a legal entitlement to a home-care package;,"Ireland does not have an effective means of preventing, detecting, and prosecuting corruption and white collar crime.",53321_201602,46,Ireland,201602,53321,504,504,Welfare State
6874,0,Other,We will consult with trade unions and industry on reviewing redundancy arrangements to bring workers in Britain more into line with their European counterparts.,Social Groups,Labour Groups: Positive,"Workers in Britain are among the easiest and cheapest to make redundant, meaning when multinational companies are taking decisions to downsize that British workers are at a disadvantage.",Stagnating incomes have forced many to take on more debt.,51320_201706,9,United Kingdom,201706,51320,701,701,Labour Groups
66280,0,Other,"In light of the alarming levels of unemployment and underemployment in this country,",Social Groups,Labour Groups: Positive,and ensure they serve the national interest.,it is indefensible to continue offering lawful permanent residence to more than one million foreign nationals every year.,61620_201611,66,United States,201611,61620,701,701,Labour Groups
1350,0,Other,"Under these proposals two-thirds of people would pay less, with the more substantial increases for those in homes worth more than £1 million.",Welfare and Quality of Life,Equality: Positive,"Reform Council Tax by asking people in bigger homes to pay more and those in smaller ones less, and adding two additional bands at the top for the biggest homes worth more than around £2 million and £4.5 million.",Overall this would be revenue neutral.,51110_201505,1,United Kingdom,201505,51110,503,503,Equality: Positive
33465,0,Other,Climate change is one of the greatest challenges facing humanity.,Welfare and Quality of Life,Environmental Protection,Introduce a requirement for the retrofitting of Cyclops mirrors to all larger vehicles in order to protect pedestrians and cyclists.,Without urgent and decisive action within the next decade we are likely to experience flooding affecting one sixth of the global population;,53320_200705,43,Ireland,200705,53320,501,501,Environmental Protection
11045,0,Other,"and will use it, in particular, to promote low-carbon and resource-efficient innovation.",Economy,Anti-Growth Economy: Positive,"We understand that well-designed regulation, focused on outcomes rather than processes, has a vital role in creating markets and driving investment","In England we will complete the ongoing review of Business Rates, prioritising reforms that lessen the burden on smaller businesses,",51421_201505,14,United Kingdom,201505,51421,416,416,Anti-Growth Economy: Positive
15018,0,Other,"and tensions continue to rise across the world – a brutal war still rages in Yemen,",External Relations,Military: Negative,Putin’s Russia is persistently threatening the international rules-based order;,"relationships with Iran are increasingly difficult and citizens are protesting against their leaders in places such as Hong Kong, Pakistan and Chile.",51421_201912,16,United Kingdom,201912,51421,105,105,Military
2794,0,Other,"We will also allow people to stand for Parliament and all other elected offices from the age of 16, offering support to elected young people so that they can combine their duties with studying.",Freedom and Democracy,Democracy,Give 16- and 17-year-olds the right to vote and have a say on their future.,We are proud to march with the inspiring Youth Strike activists against climate chaos,51110_201912,3,United Kingdom,201912,51110,202,202.1,Democracy
15119,0,Other,Work to end the use of torture around the world,Freedom and Democracy,Freedom and Human Rights,and remove the power of ministers to allow security and justice assistance in cases that could result in its use.,and conduct a full inquiry into the UK Government’s involvement in torture and rendition.,51421_201912,16,United Kingdom,201912,51421,201,201.2,Freedom and Human Rights
70951,0,Other,"trading relationships with other nations which benefit both countries, ensure just rewards for local producers and help to alleviate poverty.",External Relations,Internationalism: Positive,all countries to act through the United Nations to prevent acts of genocide and to ensure that people‟s human rights are not violated by governments.,"development models in Pacific countries based on sustainable, environmentally sound local development,",63110_201008,70,Australia,201008,63110,107,107,Internationalism
86847,0,Other,Tax cuts and incentives for small businesses and hard working families.,Economy,Incentives: Positive,"Export trade deals to generate new business opportunities, give our farmers a competitive edge and open doors into expanding markets for our service industries.",A sustainable budget with crackdowns on tax avoidance and loopholes,63810_201607,96,Australia,201607,63810,402,402,Incentives: Positive
86349,0,Other,The Nationals will provide increased investment in ﬂood mitigation works to provide greater protection from ﬂooding for regional communities.,Welfare and Quality of Life,Environmental Protection,"The Nationals support research to improve our knowledge of Australia’s groundwater resources, particularly the impact of the coal seam gas industry on the Great Artesian Basin, which was the focus of the Independent Expert Scientiﬁc Committee on Coal Seam Gas and Coal Mining.","We will provide funding to develop state of the art information technology based early warning systems, to provide more accurate predictions of ﬂood peaks and timing and earlier, more accurate weather forecasts.",63810_201309,95,Australia,201309,63810,501,501,Environmental Protection
113201,0,Other,Progressing the most significant changes in health and safety at work in more than 20 years.,Social Groups,Labour Groups: Positive,Strengthening the enforcement of New Zealand's minimum employment standards.,Paid parental leave increasing from 14 weeks to 18 weeks.,64620_201409,132,New Zealand,201409,64620,701,701,Labour Groups
115296,0,Other,• there is fair dissemination of all of the facts on both sides of the argument.,Freedom and Democracy,Democracy,• there is neutrality and impartiality in the question.,"• there is certainty in the poll (i.e., the question can be clearly understood).",64621_200207,134,New Zealand,200207,64621,202,202,Democracy
98124,0,Other,We will ensure that inability to pay won't stop people getting a tertiary education.,Welfare and Quality of Life,Equality: Positive,"and give them the resources, to do their job properly, without activity fee donation.",The Alliance will ensure there is a rich diversity of education options available to meet the different needs of New Zealanders.,64321_199311,110,New Zealand,199311,64321,503,503,Equality: Positive
24098,0,Other,"The clearup rate for recorded crimes is at its highest since 1976, when comparable records began.",Fabric of Society,Law and Order: Positive,"Recorded crime in Scotland is at its lowest level in 40 years, and the number of homicides has halved since 2007.","Reoffending rates have fallen over the last decade, with a 17 per cent drop in the average number of reconvictions per offender.",51902_201505,27,United Kingdom,201505,51902,605,605,Law and Order: Positive
60989,0,Other,"Today, because we acted to liberate Afghanistan, a threat has been removed, and the American people are safer.",Fabric of Society,Law and Order: Positive,The terror camps are closed and the Afghan government is helping us to hunt the Taliban and terrorists in remote regions.,"•Three years ago, Pakistan was one of the few countries in the world that recognized the Taliban regime.",61620_200411,63,United States,200411,61620,605,605,Law and Order: Positive
67926,0,Other,"Hence the promise of the Tenth Amendment: “The powers not delegated to the United States by the Constitution, nor prohibited by it to the states, are reserved to the States respectively, or to the people.”",Political System,Decentralization,it is an assault on the liberties of individual Americans.,"The Constitution gives the federal government very few powers, and they are specifically enumerated;",61620_202011,67,United States,202011,61620,301,301,Centralisation & Decentralisation
114115,0,Other,We have invested a record $400m in freshwater clean-ups and introduced new standards to guide our efforts to improve water quality,Welfare and Quality of Life,Environmental Protection,National is the party of practical environmentalists and we are proud of protecting our natural heritage,"New Zealand is established as a world-leader in oceans management, and we have created 11 new marine reserves",64620_201709,133,New Zealand,201709,64620,501,501,Environmental Protection
57590,0,Other,"Native Hawaiians are the indigenous, aboriginal people of Hawai'i whose values and culture are the foundation of the Hawaiian Islands.",Fabric of Society,Multiculturalism: Positive,Democrats also support efforts for self-governance and self-determination of Native Hawaiians.,"We support proactive actions by the federal government to enhance Native Hawaiian culture, health, language, and education.",61320_201611,61,United States,201611,61320,607,607.3,Multiculturalism
14656,0,Other,"Radically overhaul the Bereavement Allowance, slashed by the Conservatives, so that widows and widowers receive far more support",Welfare and Quality of Life,Welfare State Expansion,Reinstate the Independent Living Fund.,and extend the payments to unmarried couples when a parent dies.,51421_201912,16,United Kingdom,201912,51421,504,504,Welfare State
64230,0,Other,Our farmers and ranchers are responsible for millions of jobs,Social Groups,Agriculture and Farmers: Positive,"and the vigor of U.S. agriculture is central to our agenda for jobs, growth, and prosperity.",and for generating a trade surplus of more than $137 billion annually.,61620_201211,65,United States,201211,61620,703,703,Agriculture and Farmers: Positive
53412,0,Other,e)  The incoming Irish Government must ensure that they and the British Government follow through on their commitments to introduce a fully-resourced and rights-based Irish Language Act in the North of Ireland.,Fabric of Society,Multiculturalism: Positive,d)  Industrial centres of excellence under the auspices of Údarás na Gaeltachta in Gaeltacht regions to foster employment for local communities.,"f)  Full implementation of the 20-year Strategy on the Irish Language, including the recommendations made by the Joint Oireachtas Committee on Tourism, Culture, Sport, Community, Equality and Gaeltacht Affairs.",53951_201102,55,Ireland,201102,53951,607,607,Multiculturalism
36766,0,Other,"These actions will be taken pending the publication of the options to be presented by the Expert Group on Higher Education Funding, which will require a national discussion to find a solution that provides the necessary funding to the sector without reducing accessibility or leaving the next generation of students with an enormous debt burden to shoulder.",Welfare and Quality of Life,Education Expansion,We will provide an initial €25m to third-level institutions to improve staff-student ratios.,"We will provide an additional €10m per year to provide emergency funding to students in need, and to better support students with disabilities.",53320_201602,45,Ireland,201602,53320,506,506,Education
83397,0,Other,The 2011 Progress in International Reading Literacy Study (PIRLS) provides some very sobering statistics as to where Australia stands internationally with respect to education.,Welfare and Quality of Life,Education Expansion,"KAP seeks to recognise the contributions of these people, and ensure that the educators throughout Australia are given the appreciation and reward that they deserve.","The following ranks are for students in year four, compared internationally: In reading skills, Australia is ranked 27th out of 45; and in mathematics, 18th out of 45; and in science, 25th out of 45.",63710_201607,90,Australia,201607,63710,506,506,Education
36362,0,Other,The Labour Party believes that recovery depends on savings and growth.,Economy,Economic Growth: Positive,"Finally, it should also map out how Ireland will deal with future, unorthodox attacks, such as  cyber warfare.","While the EU has played a crucial role, more must be done  to simultaneously reform financial markets, counteract the recession",53320_201102,44,Ireland,201102,53320,410,410,Economic Growth: Positive
70683,0,Other,adequate and secure funding for not-for-profit welfare and advocacy organisations that work to alleviate poverty and improve social conditions in disadvantaged communities.,Welfare and Quality of Life,Equality: Positive,"equitable provision of basic services, at local government, state and federal levels, with particular attention to housing, health and education.",adequate funding for training and education programs to allow all Australians to access meaningful work.,63110_201008,70,Australia,201008,63110,503,503,Equality: Positive
66319,0,Other,"The inability of federal managers to discipline and, if necessary, dismiss problem staff members is an affront to every conscientious worker,",Social Groups,Labour Groups: Negative,"In fairness to their fellow workers, union representatives should not be allowed to engage in union-related activities while on the public's time.",as is the misuse of funds for lavish conferences and routine bonuses.,61620_201611,66,United States,201611,61620,702,702,Labour Groups
45612,0,Other,"Create a strong system for the delivery and renewal of skills in newly emerging technical areas (including apprenticeships, traineeships, and in service progression)",Economy,Technology and Infrastructure: Positive,Invite industry to partner in the delivery elements of the curricula at third and fourth levels,"Innovating to Drive Growth: Fine Gael will implement Innovation 2020, Ireland's 5-year strategy for research and development, science and technology.",53520_201602,50,Ireland,201602,53520,411,411,Technology and Infrastructure: Positive
6452,0,Other,Labour will make different choices.,Economy,Technology and Infrastructure: Positive,"And when investment has happened, it has been too concentrated in too few places.",We will take advantage of near- record low interest rates to create a National Transformation Fund that will invest £250 billion over ten years in upgrading our economy.,51320_201706,9,United Kingdom,201706,51320,411,411,Technology and Infrastructure: Positive
84807,0,Other,Develop sustainable strategies to enhance food production.,Social Groups,Agriculture and Farmers: Positive,Foster closer ties between the farming and scientific communities.,Provide regional communities reliant on the farming economy with the necessary infrastructure and support to assist farming and related industries.,63810_201008,94,Australia,201008,63810,703,703,Agriculture and Farmers: Positive
116473,0,Other,• establish a tax ombudsman to investigate tax payer complaints.,Freedom and Democracy,Freedom and Human Rights,"If a sum of greater than $5m revenue is involved, it will carry a maximum penalty of 10 years imprisonment.","and, • amend requirements and implement practices to enable the IRD to more appropriately remit tax liabilities or enter into arrangements for deferred payments.",64621_200207,134,New Zealand,200207,64621,201,201,Freedom and Human Rights
118299,0,Other,"New Zealand First will:Put strong emphasis on driver competence, so that the right to use our roads will be conditional on a higher standard of licensing to be achieved through better driver education and testing, and a good driving record.",Economy,Technology and Infrastructure: Positive,"Prioritise public transport vehicles and services in favour of electrification over liquid fuel powered vehicles and services, and in favour of high capacity vehicles and services, and in favour of high frequency services at peak times.","Prioritise 200km of median barriers or safety treatments to be implemented on high volume, high speed roads over the next three years.",64621_201409,136,New Zealand,201409,64621,411,411,Technology and Infrastructure: Positive
69104,0,Other,"We will support the transition to a post-Assad Syrian government that is representative of its people,",External Relations,Peace,"Hezbollah, controlling over 100,000 missiles in Lebanon, must be isolated and Lebanon’s independence restored.","protects the rights of all minorities and religions,",61620_202011,67,United States,202011,61620,106,106,Peace
52713,0,Other,"Fund sufficient residential drug treatment places for women(alone, or with children).",Welfare and Quality of Life,Welfare State Expansion,"Ensure that all prisoners who need drug treatment can avail of it while serving sentences, and increase diversion of offenders into drug treatment programmes where appropriate in order to reduce drugrelated repeat offending.","Provide additional supports for the families of drug users, such as grandparents caring for grandchildren.",53951_200705,54,Ireland,200705,53951,504,504,Welfare State
112256,0,Other,"As our population ages, more and more people will need palliative care.",Welfare and Quality of Life,Welfare State Expansion,Just over 20 per cent of people using hospice services were aged under 60 and three-quarters had a cancer related disease.,This funding boost includes $13 million to help the country’s 29 hospices expand their community palliative care services into better supporting terminally ill people at home and in aged care facilities.,64620_201409,132,New Zealand,201409,64620,504,504,Welfare State
28766,0,Other,"We anticipate the total cost for a two-bedroom house will be under £100,000, including land purchase and restoration, construction, infrastructure and a contribution to the costs of the HDC.",Economy,Technology and Infrastructure: Positive,Homes constructed will be sold on a freehold basis to first time buyers up to the age of 40 who are British citizens and who have a 10 per cent deposit.,"Utilities installation would be covered by a 1 per cent energy bill levy,",51951_201706,34,United Kingdom,201706,51951,411,411,Technology and Infrastructure: Positive
12003,0,Other,"Improve the standard of private rented and social housing, requiring these homes to be upgraded to Band C by 2027.",Welfare and Quality of Life,Environmental Protection,"with continued support for the Green Deal Communities programme, enabling local Councils to provide help street by street.",Introduce incentives to help everyone invest in energy efficiency:,51421_201505,14,United Kingdom,201505,51421,501,501,Environmental Protection
93308,0,Other,It is time for government to pick up its tools again.,Welfare and Quality of Life,Welfare State Expansion,"For much of Aotearoa New Zealand’s history, governments used their low cost of borrowing to finance affordable homes for New Zealanders.","As a part of a government-build programme, the Green Party will make 10,000 new homes over ten years available to people who can’t afford a deposit or a normal commercial mortgage, through progressive ownership rent-to-buy arrangements.",64110_201709,102,New Zealand,201709,64110,504,504,Welfare State
23651,0,Other,"Argue for a fairer approach on taxation, with those with the very most contributing a little bit more",Welfare and Quality of Life,Equality: Positive,– it will also see deficit fall every year as a share of income.,"Focus on investment to support economic growth and the creation of a more productive, highskill, highwage economy",51902_201505,27,United Kingdom,201505,51902,503,503,Equality: Positive
24172,0,Other,"In government, we are developing a new Trade and Investment Strategy and will establish One Scotland Partnerships.",Economy,Economic Planning,Our economic strategy is designed to ensure that Scotland can take more advantage of international opportunities.,These will set clear trade and innovation goals for specific international markets and ensure that activity is coordinated to maximise impact.,51902_201505,27,United Kingdom,201505,51902,404,404,Economic Planning
18356,0,Other,"We will also ensure that the state pension age reflects increases in life expectancy, while protecting each generation fairly.",Welfare and Quality of Life,Welfare State Expansion,"So we will keep our promise to maintain the Triple Lock until 2020, and when it expires we will introduce a new Double Lock, meaning that pensions will rise in line with the earnings that pay for them, or in line with inflation – whichever is highest.",The state pension is the basic building block for income in retirement.,51620_201706,19,United Kingdom,201706,51620,504,504,Welfare State
92599,0,Other,"Develop workable and effective safety standards and codes, particularly in relation to adventure tourism.",Economy,Market Regulation,Work with industry to develop a code of practice and brandmark levels for eco-tourism.,Ensure increased education on safety for visiting tourists.,64110_201709,102,New Zealand,201709,64110,403,403,Market Regulation
38228,0,Other,Accelerating the roll-out of high speed affordable broadband for local businesses;,Economy,Technology and Infrastructure: Positive,"Reviewing the current programme by the Strategic Investment Bank to ensure planned additional lending is occurring, and enhancing the programme if necessary:","Significantly increasing investment in other productive infrastructure, including transport links and innovation hubs;",53321_201602,46,Ireland,201602,53321,411,411,Technology and Infrastructure: Positive
33400,0,Other,Introduce a new housing option called ‘Begin to Buy’.,Welfare and Quality of Life,Welfare State Expansion,Joined-up planning is too important to be neglected any longer.,"Those who cannot purchase a home from their own resources alone, and who can demonstrate a clear need for housing, will be eligible to apply for a ‘Begin to Buy’ home purchase scheme.",53320_200705,43,Ireland,200705,53320,504,504,Welfare State
22620,0,Other,The fundamental objective of the SNP fisheries policy is to create a well managed and properly conserved fishery.,Social Groups,Agriculture and Farmers: Positive,The Scottish Exports Unit will be of particular help to this sector.,The SNP proposes six fundamental reforms which would assist the Scottish fishing industry:,51902_199705,25,United Kingdom,199705,51902,703,703,Agriculture and Farmers: Positive
88672,0,Other,Australia is moving to a regime where insurance requirements are commensurate with the risk posed by the well.,Welfare and Quality of Life,Environmental Protection,The United Kingdom has a system with requirements for insurance that range from NZ$300 to over NZ$800 million. 26,New Zealand taxpayers should not bear the risk of having to pay for a catastrophic oil spill on our shores.,64110_201409,101,New Zealand,201409,64110,501,501,Environmental Protection
41404,0,Other,and to ensure as new development occurs that adequate recreation and amenity space is provided.,Social Groups,Non-economic Demographic Groups,"At the core of this policy will be the requirement to protect existing green recreational spaces for environmental, social, cultural and sporting reasons",We will ensure high quality build throughout the country.,53520_200705,48,Ireland,200705,53520,706,706,Non-economic Demographic Groups
115845,0,Other,Where a person is unable to obtain paid employment the state will pay that person on the understanding that that person makes a contribution back to the community.,Fabric of Society,Civic Mindedness: Positive,New Zealand First is firmly committed to the concept of mutual obligations.,New Zealand First will resurrect the community wage policy.,64621_200207,134,New Zealand,200207,64621,606,606,Civic Mindedness: Positive
53578,0,Other,1.8 million -the number of households paying an average of €244 a year in property taxes.,Political System,Political Authority,"€1,358 -the average monthly rent in Dublin, with people paying on average over €1,000 in the rest of the State.","€2,000 -what a 1% reduction would save on average in annual interest payments for a family with a €200,000 mortgage if the government had taken action on interest rates.",53951_201602,56,Ireland,201602,53951,305,305.1,Political Authority
114966,0,Other,International visitor arrivals set a new record in 2016 with 3.5 million visitors,Economy,Economic Growth: Positive,"We have helped build an open, competitive market that is delivering lower air fares and more flights and visitors to New Zealand","We’ve signed air service agreements with 61 countries and territories, with 20 awaiting signature",64620_201709,133,New Zealand,201709,64620,410,410,Economic Growth: Positive
11117,0,Other,and require any new gas stations built after 2030 to be fitted with Carbon Capture and Storage (CCS) technology.,Welfare and Quality of Life,Environmental Protection,"Regulate to end the use of unabated coal in electricity generation by 2025 because of its high carbon emissions and impact on local air quality,",We will implement a second phase of CCS projects by 2020.,51421_201505,14,United Kingdom,201505,51421,501,501,Environmental Protection
79875,0,Other,"despite their obstruction we’ve paid back debt,",Economy,Economic Orthodoxy,"By contrast we’ve reduced interest rates,","we’ve generated 830,000 more jobs,",63620_200111,79,Australia,200111,63620,414,414,Economic Orthodoxy
92500,0,Other,and with poor environmental practices.,Welfare and Quality of Life,Environmental Protection,Seek to promote a fair competitive environment for NZ businesses that removes outright competition with products and services from countries,Encourage public and private investment in sustainable businesses.,64110_201709,102,New Zealand,201709,64110,501,501,Environmental Protection
6431,0,Other,Corporation tax in the UK is the lowest of any major developed economy.,Welfare and Quality of Life,Equality: Positive,"We renew our pledge not to extend VAT to food, children’s clothes, books and newspapers, and public transport fares.",Our new settlement with business will ask large corporations to pay a little more while still keeping UK corporation tax among the lowest of the major developed economies.,51320_201706,9,United Kingdom,201706,51320,503,503,Equality: Positive
18735,0,Other,We will help people and families throughout their lives by bringing down the cost of living,Welfare and Quality of Life,Equality: Positive,"A Conservative Government will give the public services the resources they need, supporting our hospitals,",and making sure that work always pays.,51620_201912,20,United Kingdom,201912,51620,503,503,Equality: Positive
120950,0,Other,Climate change cannot be successfully addressed without acknowledging that it is caused by the capitalist economic system which requires perpetual economic growth no matter what the cost.,Economy,Anti-Growth Economy: Positive,The global environmental crisis of climate change and peak oil urgently requires us to develop more sustainable modes of living and to prepare for the post carbon (post oil) world that is coming.,"A more equitable distribution of resources both locally and internationally is critical to changing how people interact with the earth, deal with climate change and protect the environment.",64902_201111,143,New Zealand,201111,64902,416,416,Anti-Growth Economy: Positive
91947,0,Other,"Strong measures, including regulation, are needed to prevent and minimise the harm caused by high-risk gambling.",Fabric of Society,Traditional Morality: Positive,The proliferation of gambling opportunities and the associated increase in spending by New Zealanders on gambling is socially and economically unsustainable.,The use of gambling proceeds to fund community and sports groups need to be reduced.,64110_201709,102,New Zealand,201709,64110,603,603,Traditional Morality
92880,0,Other,At the heart of next generation electricity networks are sophisticated IT systems.,Economy,Technology and Infrastructure: Positive,The ways in which electricity is generated and distributed are changing.,"If the Government shows leadership around changing transport and electricity network technologies,",64110_201709,102,New Zealand,201709,64110,411,411,Technology and Infrastructure: Positive
101662,0,Other,  Encourage Walking Buses within a two km radius of every urban school.,Welfare and Quality of Life,Culture: Positive,  Improve the school bus system to assist de-congesting roads at peak times in the major cities;,"  Support public private partnerships (PPPs) and other investment options for urgently-needed, high cost highways for which there is significant community support, but continue to treat the National Land Transport Fund as the primary source of funding;",64421_201409,123,New Zealand,201409,64421,502,502,Culture: Positive
6964,0,Other,and on new modern standards for building'zero carbon homes’.,Welfare and Quality of Life,Environmental Protection,We will consult on new rules on minimum space standards to prevent 'rabbit hutch’ properties,"We will ensure that local plans address the need for older people’s housing, ensuring that choice and downsizing options are readily available.",51320_201706,9,United Kingdom,201706,51320,501,501,Environmental Protection
62299,0,Other,Our Party reaffirms the traditional primacy of states over water allocation.,Welfare and Quality of Life,Environmental Protection,We also endorse the President's efforts to work with the state of Florida to implement the Comprehensive Everglades Restoration Plan.,We steadfastly oppose diverting water away from the Great Lakes region.,61620_200411,63,United States,200411,61620,501,501,Environmental Protection
8738,0,Other,We will ensure justice for migrant domestic workers,Welfare and Quality of Life,Equality: Positive,"from which immediate savings would contribute towards a fund of £20 million to support the survivors of modern slavery, people trafficking and domestic violence.",and restore the overseas domestic workers’ visa.,51320_201912,10,United Kingdom,201912,51320,503,503,Equality: Positive
81607,0,Other,better services like health and education,Welfare and Quality of Life,Welfare State Expansion,"like the need for more modern infrastructure,",and the National Disability Insurance Scheme (NDIS),63621_201309,86,Australia,201309,63621,504,504,Welfare State
119653,0,Other,"There should be fewer, more centralised,  controlling agencies.”",Political System,Centralisation,Transparency International (NZ)  has  observed that  “The  numerous agencies in government responsible for  minimising corruption represent a  problem....,It  worries  us  that  no  agency has  any  obligation to  report  misconduct or serious  misconduct  incidents; and that  we have  no  reliable independent  measure of  corruption  or inter agency co-ordination  where incidents  arise.,64901_201111,140,New Zealand,201111,64901,302,302,Centralisation & Decentralisation
29222,0,Other,"We will also: Ensure no prisoner has better ‘perks’ than any other, whatever their faith",Welfare and Quality of Life,Equality: Positive,We will monitor progress and extend these schemes if they are successful.,"•Refuse admission to prisons to any imam, preacher or individual known to promote views contrary to British values",51951_201706,34,United Kingdom,201706,51951,503,503,Equality: Positive
68157,0,Other,"We will strictly limit congressional delegation of rule-making authority,",Freedom and Democracy,Constitutionalism: Positive,"and to transform the EPA into an independent bipartisan commission, similar to the Nuclear Regulatory Commission, with structural safeguards against politicized science.",and require that citizens be compensated for regulatory takings.,61620_202011,67,United States,202011,61620,203,203,Constitutionalism
24333,0,Other,"And, instead of choices on most aspects of our welfare system remaining at Westminster, the full devolution of the welfare state would give us the ability to halt the cruelest and most damaging welfare changes and instead develop a system that supports people and families in their time of need.",Welfare and Quality of Life,Welfare State Expansion,"We could bring together, more effectively, skills development and employment support – enabling us to get more people into wellpaid and rewarding employment, closer to home.","It is only with the more extensive devolution of welfare, wages, taxation and the economy that we can deliver greater prosperity for more of our citizens and for Scotland as a whole.",51902_201505,27,United Kingdom,201505,51902,504,504,Welfare State
93346,0,Other,"National has also made a number of negative changes that have made it harder for the hundreds of thousands of New Zealanders with Student Loans to save, like increasing the repayment threshold from 10 to 12 percent, halving the Government’s annual KiwiSaver contribution, and removing the bonus incentive for lump sum student loan repayments.",Economy,Free Market Economy,The Government has made it harder for graduates to get into their first home by failing to act quickly to stop the housing crisis.,"Helping young people into homes will also encourage them to stay in New Zealand,",64110_201709,102,New Zealand,201709,64110,401,401,Free Market Economy
119767,0,Other,The Māori Party established Te Mana o Te Wai - the health and well-being of our water - as a driving policy for freshwater management.,Welfare and Quality of Life,Environmental Protection,Me kaha tātau ki te tiaki te mana me te mauri o te wai kia wātea ai ki ngā tāngata katoa o Aotearoa.,The three elements of Te Mana o Te Wai are:te hauora o te wai – the health and mauri (quality and vitality) of water,64901_201409,141,New Zealand,201409,64901,501,501,Environmental Protection
78816,0,Other,"Under the Liberals, single parents whose youngest child is 13 or over will have their Family Tax Benefit reduced by around $1,785, and those whose youngest is aged 16-19 and in full time school will lose the full payment of $2,785",Welfare and Quality of Life,Welfare State Expansion,"More than 15,500 single parents and single income families in the Territory will lose their Family Tax Benefit B Supplement if the Liberals are re-elected – a cut of $354 per family per year.","In 2014, the Liberals tried to cut the indexation arrangement for every one of the Territory’s 25,000 pensioners.",63320_201607,77,Australia,201607,63320,504,504,Welfare State
5524,0,Other,"In particular, tackling climate change is an economic necessity and the most important thing we must do for our children, our grandchildren and future generations.",Welfare and Quality of Life,Environmental Protection,"Our country faces global challenges of climate change,",A Labour government will face up to these challenges and re-engage with the world.,51320_201505,8,United Kingdom,201505,51320,501,501,Environmental Protection
114784,0,Other,"Training more apprentices, with a target of 50,000 by 2020",Economy,Technology and Infrastructure: Positive,Improved access to better information to help students decide where and what to study,"Increased funding for science, technology, engineering and maths courses",64620_201709,133,New Zealand,201709,64620,411,411,Technology and Infrastructure: Positive
